,1
144,72.5
1.98620689655172,37.2431034482759
3.86648766260821,20.554795555442
7.00566442568556,13.7802299905638
10.449753022889,12.1149915067264
11.8860999547585,12.0005457307424
11.9994542940749,12.0000000124087
11.9999999875913,12
12,12
12,12
12,12
